Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,27-Dec-19,2201.95,2208,2226.4,2176,2209.9,2198.5,2192.11,2720261,5963118729,93892,1285882,47.27
TCS,EQ,30-Dec-19,2198.5,2207,2225,2177.1,2183.35,2183.2,2194.63,2288830,5023140879,84027,935920,40.89
TCS,EQ,31-Dec-19,2183.2,2189,2197,2157.45,2165,2161.7,2171.67,1909289,4146354805,69597,837101,43.84
TCS,EQ,1-Jan-20,2161.7,2168,2183.9,2154,2170,2167.6,2170.54,1354908,2940882382,44438,164490,12.14
TCS,EQ,2-Jan-20,2167.6,2179.95,2179.95,2149.2,2157,2157.65,2158.63,2380752,5139156143,99242,1204079,50.58
TCS,EQ,3-Jan-20,2157.65,2164,2223,2164,2201,2200.65,2199.26,4655761,10239206390,123516,1833823,39.39
TCS,EQ,6-Jan-20,2200.65,2205,2225.95,2187.9,2201.35,2200.45,2204.89,3023209,6665855309,135360,1000021,33.08
TCS,EQ,7-Jan-20,2200.45,2200.5,2214.65,2183.8,2205,2205.85,2203.53,2429317,5353063591,95018,966753,39.8
TCS,EQ,8-Jan-20,2205.85,2205,2260,2202.05,2253.35,2255.25,2240.22,5197454,11643424341,172815,2288411,44.03
TCS,EQ,9-Jan-20,2255.25,2248.75,2251.95,2210,2220,2214.35,2223.77,3734173,8303924064,134309,1805834,48.36
TCS,EQ,10-Jan-20,2214.35,2228,2234,2208,2213,2213.55,2219.51,1915807,4252150307,102938,767417,40.06
TCS,EQ,13-Jan-20,2213.55,2217.85,2218.95,2184.7,2193,2190.35,2197.65,2843893,6249872578,113645,1486327,52.26
TCS,EQ,14-Jan-20,2190.35,2195,2229.8,2195,2210,2206.9,2212.56,2948452,6523621598,132106,1276382,43.29
TCS,EQ,15-Jan-20,2206.9,2213,2231,2194.2,2225.05,2226.9,2212.65,2620681,5798644642,114594,1513859,57.77
TCS,EQ,16-Jan-20,2226.9,2226.95,2249,2215,2240,2238.8,2235.81,3117214,6969483359,113056,1736185,55.7
TCS,EQ,17-Jan-20,2238.8,2240.75,2253.55,2213,2220,2219.1,2232.37,3281059,7324550065,123528,1603410,48.87
TCS,EQ,20-Jan-20,2219.1,2194.9,2242.2,2156.2,2174,2170.35,2182.48,5817599,12696797977,216725,2321286,39.9
TCS,EQ,21-Jan-20,2170.35,2169.95,2186.55,2158.05,2172.35,2171.05,2170.95,1902980,4131268512,115866,865491,45.48
TCS,EQ,22-Jan-20,2171.05,2181,2210,2173.7,2209.8,2206.9,2198.89,1773686,3900137863,109240,782190,44.1
TCS,EQ,23-Jan-20,2206.9,2209.8,2217.75,2183.7,2188,2190.95,2200.81,2069866,4555383340,110107,1214278,58.66
TCS,EQ,24-Jan-20,2190.95,2190.95,2190.95,2170,2185,2183.4,2179.72,1319430,2875988029,55949,607438,46.04
TCS,EQ,27-Jan-20,2183.4,2189.7,2193.45,2165,2168.3,2169.25,2172.99,1549101,3366187862,62160,771303,49.79
TCS,EQ,28-Jan-20,2169.25,2174,2187.8,2152,2183.8,2183.75,2169.48,1743024,3781454133,79762,906541,52.01
TCS,EQ,29-Jan-20,2183.75,2185,2186.95,2150,2154,2154.6,2164.12,2306761,4992115935,88479,1307797,56.69
TCS,EQ,30-Jan-20,2154.6,2160,2165,2125,2134.65,2137.85,2140.26,2098567,4491487116,88883,1056509,50.34
TCS,EQ,31-Jan-20,2137.85,2139.4,2144.35,2071.6,2082.4,2079.05,2098.15,3287223,6897092273,131558,2194449,66.76
TCS,EQ,1-Feb-20,2079.05,2079.5,2180.7,2063.6,2167.5,2164.85,2129.7,3319716,7070007900,112061,1798795,54.19
TCS,EQ,3-Feb-20,2164.85,2152,2194.7,2093.2,2110,2102.5,2136.37,4728073,10100912568,194574,2519349,53.28
TCS,EQ,4-Feb-20,2102.5,2129,2136.7,2086.6,2111.95,2107.75,2111.28,3509339,7409207264,130941,1569247,44.72
TCS,EQ,5-Feb-20,2107.75,2115,2156.7,2104.3,2147.5,2146.55,2136.16,2439322,5210791951,132082,1373557,56.31
TCS,EQ,6-Feb-20,2146.55,2145,2174.2,2115.5,2129.45,2128.35,2146.02,2640065,5665630316,97158,1284341,48.65
TCS,EQ,7-Feb-20,2128.35,2139,2151,2119,2138,2136.55,2131.41,2083442,4440665629,73200,1151799,55.28
TCS,EQ,10-Feb-20,2136.55,2140.9,2167,2119,2153.1,2161.95,2149.9,2383032,5123271169,88969,1298489,54.49
TCS,EQ,11-Feb-20,2161.95,2163,2174.8,2147.6,2152.7,2153.4,2157.68,1335820,2882266531,76595,606633,45.41
TCS,EQ,12-Feb-20,2153.4,2151.1,2185,2150,2173.1,2170.75,2173.56,1620407,3522057735,98406,791500,48.85
TCS,EQ,13-Feb-20,2170.75,2172.95,2197,2171,2191,2191.95,2186.71,1645948,3599206272,73525,886163,53.84
TCS,EQ,14-Feb-20,2191.95,2188,2212,2171,2183,2184.2,2190.86,1500115,3286548194,117257,662963,44.19
TCS,EQ,17-Feb-20,2184.2,2196.95,2217,2190.2,2202.05,2203.25,2204.55,1774724,3912463072,81968,868712,48.95
TCS,EQ,18-Feb-20,2203.25,2199.95,2221,2186.05,2215,2215.75,2208.09,2486223,5489791842,98311,1511442,60.79
TCS,EQ,19-Feb-20,2215.75,2215.75,2230,2190.5,2194.1,2196.35,2209.81,1760463,3890285125,77338,1061209,60.28
TCS,EQ,20-Feb-20,2196.35,2204.5,2214.4,2151.25,2157,2156.8,2189.19,2317278,5072973394,121407,1447215,62.45
